Room ID,Room Number,Cost Center ID,Room Name,Room Function Notes,Notes,Area Import,Headwall Count,Bed Count,Bed Status,Air Tested,Floor Id
3633,752A,97,TOILET - STAFF,,,30,,,,,ALB_LL
3634,760A,97,RECOVERY,,,635,,,,YES,ALB_LL
3636,C760,97,CORRIDOR,,,887,,,,,ALB_LL
3638,760B,97,RECOVERY,,,830,,,,YES,ALB_LL
3639,901A,77,SIM CONTROL,,,43,,,,,ALB_LL
3640,902A,77,STORAGE,,,39,,,,,ALB_LL
3641,921A,77,RECEPTION,,,57,,,,,ALB_LL
3646,C642,89,CORRIDOR,,,3077,,,,,ALB_LL
3648,921C,207,LINEN - SOILED,,,9,,,,YES,ALB_LL
3649,921B,207,LINEN - CLEAN,,,15,,,,NO,ALB_LL
3652,C656,89,CORRIDOR,C0653,,377,,,,,ALB_LL
3653,C656A,89,CORRIDOR,,,179,,,,,ALB_LL
3654,FCM 710,357,CORRIDOR,,,373,,,,,ALB_LL
3656,FCM 712,357,CORRIDOR,,,1528,,,,,ALB_LL
3658,C714,357,CORRIDOR,C0716,,1231,,,,,ALB_LL
3659,C921,77,CORRIDOR,,,413,,,,,ALB_LL
3660,FCM 920A,357,ELEVATOR LOBBY,,,703,,,,,ALB_LL
3661,FCM 920,357,ELEVATOR LOBBY,,,257,,,,,ALB_LL
3662,NRT B-01,2,SUMP,,,57,,,,,ALB_LL
3663,NRT B-02,2,ELEVATORS 1,V06EL1,,445,,,,,ALB_LL
3664,NRT B-03,2,ELEVATORS 3,V07EL3,,197,,,,,ALB_LL
3665,NRT B-04,2,STAIR 1,V06ST1,,239,,,,,ALB_LL
3666,NRT B-05,2,STAIR 8,V06ST8,,178,,,,,ALB_LL
3667,NRT B-06,2,STAIR 9,V07ST9,,252,,,,,ALB_LL
3668,1000,299,LIBRARY,,,697,,,,,ALB_1
3671,1006,266,CONFERENCE,,,599,,,,,ALB_1
3672,1007,266,CONFERENCE,,,366,,,,,ALB_1
3673,1010,266,MAIL ROOM,,,141,,,,,ALB_1
3674,1011,307,LOUNGE,,,538,,,,,ALB_1
3675,1012,307,MD WORK ROOM,,,183,,,,NO,ALB_1
3676,1020,204,LOCKERS - DT,,,82,,,,,ALB_1
3677,1022,229,STORAGE,,,53,,,,,ALB_1
3678,1024,229,STORAGE,,,79,,,,,ALB_1
3679,1026,446,TOILET - STAFF WOMENS,,,146,,,,,ALB_1
3680,1028,446,TOILET - STAFF MENS,,,169,,,,,ALB_1
3682,1031,324,OFFICE,,,177,,,,,ALB_1
3683,1033,221,SECURITY,,,261,,,,,ALB_1
3685,1040,296,WAITING,,,400,,,,,ALB_1
3686,1041,89,OFFICE,,,223,,,,,ALB_1
3687,1100,266,BOARDROOM,,,883,,,,,ALB_1
3694,1140,304,RECEPTION,,,113,,,,,ALB_1
3696,1142,304,OFFICE,,,309,,,,,ALB_1
3697,1143,304,OFFICE,,,235,,,,,ALB_1
3698,1144,304,INFO SERVICES,,,363,,,,,ALB_1
3699,1145,304,OFFICE,,,110,,,,,ALB_1
3700,1146,304,OFFICE,,,78,,,,,ALB_1
3701,1151,82,BIRTH CERTIFICATES,,,112,,,,,ALB_1
3703,1152,82,BIRTH CERTIFICATES,,,398,,,,,ALB_1
3705,1159,296,GIFT SHOP,,,898,,,,,ALB_1
3706,1160,296,OFFICE,,,135,,,,,ALB_1
3714,1178,329,,CONFERENCE ??,,715,,,,,ALB_1
3715,1179,87,OFFICE,,,157,,,,,ALB_1
3716,1180,87,STORAGE,,,103,,,,,ALB_1
3717,1186,87,GALLERY,was part of 1181,,79,,,,,ALB_1
3718,1182,35,READING,,,2219,,,,,ALB_1
3719,1183,357,FOYER,,,227,,,,,ALB_1
3720,1184,54,,,,529,,,,,ALB_1
3724,1188,357,LIBRARIAN,,,83,,,,,ALB_1
3725,1189,87,LACTATION,,,652,,,,,ALB_1
3726,1190,87,OFFICE,,,156,,,,,ALB_1
3728,1192,135,ULTRASOUND,,,128,,,,,ALB_1
3729,1193,87,BREAST PUMP,,,104,,,,,ALB_1
3730,1194,87,BREAST FEEDING,,,120,,,,,ALB_1
3731,1195,87,BREAST FEEDING,,,111,,,,,ALB_1
3732,1196,329,TOILET,,,132,,,,,ALB_1
3733,1197A,357,CORRIDOR,,,388,,,,,ALB_1
3736,1217,204,DINING 1,,,1738,,,,,ALB_1
3737,1230,266,OFFICE,,,753,,,,,ALB_1
3740,1251,204,SERVING CAFETERIA,,,1681,,,,,ALB_1
3741,1253,204,OFFICE,,,68,,,,,ALB_1
3742,1254,204,PRIV DINING A,,,385,,,,,ALB_1
3743,1255,204,PRIV DINING B,,,350,,,,,ALB_1
3744,1257,204,OFFICES,,,373,,,,,ALB_1
3745,1260,204,KITCHEN,,,3095,,,,,ALB_1
3746,1263,204,BAKERY,,,334,,,,,ALB_1
3747,1264,204,STORAGE,,,333,,,,,ALB_1
3748,1266,204,OFFICE,,,61,,,,,ALB_1
3749,1271,204,ROUGH PREPARATION,,,809,,,,,ALB_1
3750,1272,204,OFFICE - CHEF,,,70,,,,,ALB_1
3751,1281,204,COOLER - WALK-IN,,,187,,,,,ALB_1
3752,1282,204,OFFICE,,,281,,,,,ALB_1
3753,1283,204,STORAGE - DRY,,,573,,,,,ALB_1
3754,1290,103,RECEIVING,,,226,,,,,ALB_1
3755,1291,157,STORAGE,,,92,,,,,ALB_1
3757,FCM 1530,357,CORRIDOR,,,140,,,,,ALB_1
3758,1605B,615,STAFF,,,96,,,,,ALB_1
3759,1617,615,EXAM 17,,,127,,,,,ALB_1
3760,1502,89,EXAM,,,140,,,,,ALB_1
3762,1533,287,SLEEP ROOM,,,291,,,,,ALB_1
3763,1613,615,SOILED,,,62,,,,YES,ALB_1
3766,1514,89,ELEC,,,57,,,,,ALB_1
3767,1510,89,WAITING,,,1107,,,,,ALB_1
3768,1605,615,STAFF LOUNGE,,,208,,,,,ALB_1
3769,FCM 1513,357,FOYER,,,388,,,,,ALB_1
3770,1624A,615,TOILET,,,52,,,,,ALB_1
3771,1660,615,,,,210,,,,,ALB_1
3777,1604A,615,TOILET,,,47,,,,,ALB_1
3778,1624B,615,TOILET,,,56,,,,,ALB_1
3780,1624,615,WAITING,,,985,,,,,ALB_1
3781,1612,615,WORK ROOM,,,226,,,,NO,ALB_1
3782,1608,615,MEDICATION,,,59,,,,,ALB_1
3783,1622,615,EXAM 22,,,97,,,,,ALB_1
3784,1618,615,EXAM 18,,,124,,,,,ALB_1
3785,1619,615,EXAM 19,,,116,,,,,ALB_1
3787,1623,615,TRIAGE,,,267,,,,NO,ALB_1
3788,1605A,615,STAFF,,,34,,,,,ALB_1
3789,1630,615,CORRIDOR,,,3478,,,,,ALB_1
3790,1627/1628,615,EXAM 1-2,,,520,,,,,ALB_1
3792,1633,615,EXAM 6,,,155,,,,,ALB_1
3793,1636,615,EXAM 9,,,146,,,,,ALB_1
3794,1640,615,EXAM 13,,,148,,,,,ALB_1
3795,1640A,615,TOILET - ADA,,,57,,,,,ALB_1
3796,1639A,615,TOILET - ADA,,,59,,,,,ALB_1
3797,1636A,615,TOILET - ADA,,,55,,,,,ALB_1
3798,1629A,615,TOILET - ADA,,,62,,,,,ALB_1
3801,1641,615,SOILED HOLDING,,,151,,,,YES,ALB_1
3802,1647,615,CLEAN,,,299,,,,YES,ALB_1
3803,1645,615,OFFICES - MD,,,222,,,,,ALB_1
3804,1625,615,NURSE STATION,,,181,,,,,ALB_1
3806,1643,615,DECON SHOWER,,,76,,,,YES,ALB_1
3807,1653,451,DATA,,,30,,,,,ALB_1
3809,1648,89,STORAGE - SURGERY,,,230,,,,NO,ALB_1
3810,1649,296,STORAGE - VOLUNTEERS,,,126,,,,,ALB_1
3811,1650,140,OFFICE / CLERICAL,,,403,,,,,ALB_1
3812,1651,140,RADIOLOGY FILE ROOM,,,969,,,,,ALB_1
3813,1699,135,WAITING,,,166,,,,,ALB_1
3814,1702,150,CT CONTROL,,,219,,,,NO,ALB_1
3816,1710,135,CORE AREA,,,1140,,,,,ALB_1
3817,1706A,124,HOLDING,,,109,,,,YES,ALB_1
3820,1744A,135,TOILET,,,45,,,,,ALB_1
3821,1716,135,EQUIP,,,47,,,,,ALB_1
3822,1717,135,VIEWING,,,104,,,,,ALB_1
3823,1718,148,ULTRASOUND,,,130,,,,,ALB_1
3824,1637,615,EXAM 10,,,143,,,,,ALB_1
3825,1743B,135,ALCOVE,,,37,,,,,ALB_1
3826,1704,143,WORK ROOM,,,121,,,,NO,ALB_1
3827,1775A,124,STORAGE,,,88,,,,,ALB_1
3828,1773,229,TELE / ELEC,,,277,,,,,ALB_1
3829,1762,143,OFFICE - ULTRASOUND,,,187,,,,,ALB_1
3830,1754A,135,READING,,,111,,,,,ALB_1
3831,1734,135,HOLDING,,,1118,,,,,ALB_1
3834,1778,135,X-RAY ROOM 3,,,319,,,,YES,ALB_1
3835,1743,135,FLUOROSCOPY 2,,,316,,,,YES,ALB_1
3836,1744,135,FLUOROSCOPY 1,,,346,,,,YES,ALB_1
3837,1743A,135,TOILET,,,62,,,,,ALB_1
3838,1751,143,HOLDING,,,93,,,,,ALB_1
3839,1752,143,RADIOLOGY (UNLICENSED),,,631,,,,YES,ALB_1
3840,1753,143,ANGIO CONTROL,,,206,,,,NO,ALB_1
3841,1754,135,READING,,,321,,,,,ALB_1
3843,1764,148,ULTRASOUND,,,203,,,,,ALB_1
3844,1765,135,TOILET,,,45,,,,,ALB_1
3845,1766,135,TOILET,,,31,,,,,ALB_1
3846,1767,148,ULTRASOUND,,,250,,,,,ALB_1
3847,1776,124,SCHEDULING,,,141,,,,,ALB_1
3848,1772,124,CATH HOLDING,,,304,,,,YES,ALB_1
3849,1774,124,LAB (UNLICENSED),,,701,,,,YES,ALB_1
3850,1775,124,STAFF ROOM,,,290,,,,,ALB_1
3852,1701,135,X-RAY ROOM 4,,,311,,,,YES,ALB_1
3853,1779,135,DARK ROOM,,,57,,,,,ALB_1
3855,1001A,304,STORAGE,,,36,,,,,ALB_1
3856,1001,304,CONFERENCE,,,396,,,,,ALB_1
3857,1011B,307,TOILET,,,84,,,,,ALB_1
3884,1160A,296,STORAGE,,,72,,,,,ALB_1
3894,1216A,266,DINING 3,,,1085,,,,,ALB_1
3895,1217A,204,STORAGE,,,56,,,,,ALB_1
3896,1251A,204,DISHWASHING,,,1009,,,,,ALB_1
3897,1251B,204,VENDING,,,346,,,,,ALB_1
3898,1256A,204,ROOM SCHEDULING,,,192,,,,,ALB_1
3899,1256B,204,OFFICE - DIRECTOR,,,183,,,,,ALB_1
3900,1259A,204,REFRIGERATORS,,,312,,,,,ALB_1
3902,1616,615,EXAM 16,,,127,,,,,ALB_1
3903,1603,615,OFFICE,,,102,,,,,ALB_1
3904,1602,615,HOLDING,,,277,,,,,ALB_1
3905,1631,615,EXAM 4,,,149,,,,,ALB_1
3906,1629,615,EXAM 3,,,287,,,,,ALB_1
3907,1632,615,EXAM 5,,,151,,,,,ALB_1
3908,1634,615,EXAM 7,,,155,,,,,ALB_1
3909,1639,615,EXAM 12,,,142,,,,,ALB_1
3910,1638,615,EXAM 12,,,143,,,,,ALB_1
3911,1635,615,EXAM 8,,,125,,,,,ALB_1
3912,1626,615,NURSE STATION,,,227,,,,,ALB_1
3913,1644,615,MEDICATION,,,111,,,,,ALB_1
3914,1646,615,SOILED,,,124,,,,YES,ALB_1
3915,1642,615,EMERGENCY MED TECH,,,112,,,,,ALB_1
3917,1632A,229,ELEC,,,17,,,,,ALB_1
3921,1650A,135,OFFICE,,,50,,,,,ALB_1
3922,1651A,135,TOILET,,,27,,,,,ALB_1
3926,1706D,135,LAB,,,131,,,,NO,ALB_1
3927,1734A,135,TOILET,,,43,,,,,ALB_1
3928,1703,150,CT SCAN,,,277,,,,YES,ALB_1
3929,1704A,143,TOILET,,,46,,,,,ALB_1
3930,1704B,143,LOCKERS,,,27,,,,,ALB_1
3931,1704C,135,STORAGE,,,11,,,,,ALB_1
3932,1706,124,LAB (UNLICENSED),,,505,,,,YES,ALB_1
3933,1706B,124,CONTROL,,,119,,,,,ALB_1
3934,1706C,135,EQUIP,,,97,,,,,ALB_1
3936,1770A,229,STORAGE,,,34,,,,,ALB_1
3939,1775B,124,LOCKERS,,,58,,,,,ALB_1
3940,1775C,124,TOILET,,,51,,,,,ALB_1
3941,1H00A,207,LINEN,,,646,,,,,ALB_1
3942,1H00B,207,LINEN,,,172,,,,,ALB_1
3943,1H00C,207,VESTIBULE,,,99,,,,,ALB_1
3944,1H02,628,RECEIVING,,,1140,,,,,ALB_1
3945,1H03,628,OFFICE,,,104,,,,,ALB_1
3946,1L00,627,DISTRIBUTION,,,2152,,,,,ALB_1
3948,1L02,446,LOCKERS - STAFF - WOMENS,,,821,,,,,ALB_1
3949,1L00A,627,LOGISTICS,,,67,,,,,ALB_1
3950,1L03,446,LOCKERS - STAFF - MENS,,,740,,,,,ALB_1
3951,1L03A,237,STORAGE,,,43,,,,,ALB_1
3952,1L05,157,STORAGE - CATH LAB,,,155,,,,NO,ALB_1
3953,1L06,207,STORAGE,,,188,,,,,ALB_1
3954,1L04A,627,PURCHASING - SURGERY,,,176,,,,,ALB_1
3955,1L04,157,STORAGE,,,274,,,,,ALB_1
3957,1101(1),598,OPEN OFFICE,,,928,,,,,ALB_1
3961,1259,204,CORRIDOR,,,604,,,,,ALB_1
3962,1615,615,EXAM 15,,,127,,,,,ALB_1
3964,1292,229,EMERGENCY GENERATOR,,,586,,,,,ALB_1
3965,1293,229,SWITCH GEAR,,,487,,,,,ALB_1
3966,1B00,229,BOILER ROOM,,,1843,,,,,ALB_1
3967,1B04,229,CHILLER,,,726,,,,,ALB_1
3968,1B09,229,GAS METERS,,,147,,,,,ALB_1
3969,1B10,229,TRANSFORMER,M1B10,,437,,,,,ALB_1
3970,1B06,229,MECH,,,271,,,,,ALB_1
3971,1B01,229,CHIEF ENGINEER,,,120,,,,,ALB_1
3972,1B02,229,BLDG AUTOSYSTEM,,,144,,,,,ALB_1
3973,1B03,229,ENGINEERING,,,421,,,,,ALB_1
3974,1B05,229,STORAGE - LUBE,,,68,,,,,ALB_1
3975,1B07,229,STORAGE / PAINT SHOP,,,388,,,,,ALB_1
3977,1B08,229,STORAGE FORKLIFT,,,307,,,,,ALB_1
3978,BCM 1092,357,BUILDING LOBBY,,,6845,,,,,ALB_1
3979,FCM 1018,357,TOILET - MENS,,,384,,,,,ALB_1
3980,FCM 1023,357,TOILET - WOMENS,,,528,,,,,ALB_1
3981,FCM 1030,357,LOBBY,,,493,,,,,ALB_1
3983,1609,615,CONSULT,,,91,,,,,ALB_1
3984,1652,229,ELEC,,,284,,,,,ALB_1
3985,1771,237,JANITOR,,,77,,,,,ALB_1
3986,1651B,229,MECH,,,123,,,,,ALB_1
3988,FCM 1092,357,CORRIDOR,,,150,,,,,ALB_1
3990,FCM 1093,357,SERVICE CORRIDOR,,,1765,,,,,ALB_1
3991,1610,615,DISCHARGE,,,106,,,,,ALB_1
3992,BCM 1600,357,ELEVATOR LOBBY,,,2281,,,,,ALB_1
3993,1620,615,ORTHO,,,255,,,,,ALB_1
3994,1604B,615,STORAGE,,,40,,,,,ALB_1
3998,FCM 1655,357,SERVICE CORRIDOR,C1650,,572,,,,,ALB_1
4001,FCM 1700,357,CORRIDOR,,,771,,,,,ALB_1
4004,FCM 1730,357,CORRIDOR,,,1906,,,,,ALB_1
4007,FCM 1780,357,CORRIDOR,,,1845,,,,,ALB_1
4010,FCM 1B20,357,CORRIDOR,C1B10,,774,,,,,ALB_1
4011,FCM 1L10,357,CORRIDOR,,,709,,,,,ALB_1
4013,NRT 1-01,2,NRT,,,58,,,,,ALB_1
4014,NRT 1-02,2,NRT,,,11,,,,,ALB_1
4015,NRT 1-03,2,NRT,,,104,,,,,ALB_1
4016,NRT 1-04,2,ELEVATORS,,,449,,,,,ALB_1
4017,NRT 1-05,2,NRT,,,42,,,,,ALB_1
4018,NRT 1-06,2,NRT,,,89,,,,,ALB_1
4019,NRT 1-07,2,ELEVATORS 2,V10EL2,,444,,,,,ALB_1
4020,NRT 1-08,2,STAIR 5,V10ST5,,144,,,,,ALB_1
4021,NRT 1-09,2,STAIR 6,V11ST6,,441,,,,,ALB_1
4022,NRT 1-10,2,STAIR 7,V12ST7,,229,,,,,ALB_1
4023,NRT 1-11,2,STAIR 3,V13ST3,,229,,,,,ALB_1
4024,NRT 1-12,2,STAIR 4,V14ST4,,229,,,,,ALB_1
4025,NRT 1-13,2,ELEVATORS 1,V16EL1,,507,,,,,ALB_1
4027,NRT 1-15,2,STAIR 2,V16ST2,,298,,,,,ALB_1
4029,NRT 1-17,2,STAIR 8,V17ST8,,368,,,,,ALB_1
4030,NRT 1-18,2,STAIR 9,V17ST9,,261,,,,,ALB_1
4031,NRT 1-19,2,STAIR 11,V1LST11,,196,,,,,ALB_1
4033,2012,405,OFFICE,,,144,,,,,ALB_2
4034,2032,451,IRM TRAINING,,,381,,,,,ALB_2
4035,2034,451,DATA,,,269,,,,,ALB_2
4036,2601,296,VOLUNTEERS,,,288,,,,,ALB_2
4037,2602,296,VOLUNTEERS,,,79,,,,,ALB_2
4038,2603,296,VOLUNTEERS,,,325,,,,,ALB_2
4039,2604,296,VOLUNTEERS,,,94,,,,,ALB_2
4040,2605,296,VOLUNTEERS,,,174,,,,,ALB_2
4041,2607,115,DRAW ROOM,,,96,,,,YES,ALB_2
4042,2608,115,TOILET,,,56,,,,,ALB_2
4043,2610,71,RECEPTION / WORK AREA,,,653,,,,,ALB_2
4044,2611,71,OFFICE,,,99,,,,,ALB_2
4045,2612,71,TOILET,,,53,,,,,ALB_2
4046,2613,71,SCAN,,,181,,,,NO,ALB_2
4047,2614,71,SCAN,,,182,,,,NO,ALB_2
4048,2618,71,TCD,,,175,,,,,ALB_2
4049,2619,71,ARTERIAL,,,186,,,,NO,ALB_2
4050,2620,71,STORAGE,,,112,,,,,ALB_2
4051,2622,118,RECEPTION,,,289,,,,,ALB_2
4052,2623,118,OFFICE,,,233,,,,,ALB_2
4053,2624,121,OFFICE,,,177,,,,,ALB_2
4054,2630,115,DRAW ROOM,,,84,,,,YES,ALB_2
4055,2631,107,BLOOD BANK,,,408,,,,YES,ALB_2
4056,2632,115,EQUIP,,,75,,,,,ALB_2
4057,2634,115,PROCESSING,,,588,,,,,ALB_2
4059,2639,107,LAB,,,281,,,,YES,ALB_2
4060,2640,107,LAB,,,2445,,,,YES,ALB_2
4061,2641,107,BLOOD BANK,,,291,,,,YES,ALB_2
4062,2642,121,LAB - TISSUE,,,504,,,,YES,ALB_2
4063,2643,121,OFFICE,,,293,,,,,ALB_2
4064,2644,121,EXAM,,,140,,,,,ALB_2
4065,2646,115,STORAGE,,,100,,,,,ALB_2
4066,2648,107,TOILET,,,29,,,,,ALB_2
4067,2661,107,LAB,,,75,,,,YES,ALB_2
4068,2662,107,LAB,,,73,,,,YES,ALB_2
4069,2663,111,MICROBIOLOGY,,,464,,,,YES,ALB_2
4070,2664,111,MICROBIOLOGY,,,209,,,,YES,ALB_2
4071,2665,121,OFFICE,,,189,,,,,ALB_2
4072,2666,121,CONFERENCE,,,127,,,,,ALB_2
4073,2668,121,OFFICE,,,202,,,,,ALB_2
4074,2670,121,OFFICE,,,201,,,,,ALB_2
4075,2671,237,JANITOR,,,16,,,,,ALB_2
4076,2681,115,LOCKERS / LOUNGE,,,165,,,,,ALB_2
4077,2682,115,STORAGE,,,306,,,,,ALB_2
4078,2685,111,LAB,"construction, per Diane 3/5/15",,179,,,,YES,ALB_2
4079,2684,277,OFFICE,,,176,,,,,ALB_2
4080,2702,111,LAB - MICROBIOLOGY,,,141,,,,YES,ALB_2
4081,2701,111,LAB - MICROBIOLOGY,,,275,,,,YES,ALB_2
4082,2703,111,LAB - MICROBIOLOGY,,,341,,,,YES,ALB_2
4083,2711,451,,was SLEEP ROOM,,78,,,,,ALB_2
4084,2712,135,OFFICE,,,101,,,,,ALB_2
4085,2713,135,PULM EXERCISE,,,130,,,,YES,ALB_2
4086,2714,135,OFFICE - LAB,,,163,,,,,ALB_2
4087,2715,135,OFFICE - RESP,,,134,,,,,ALB_2
4088,2716,135,OFFICE,,,126,,,,,ALB_2
4089,2717,135,STORAGE,,,99,,,,,ALB_2
4090,2721A,157,STORAGE / CLEAN UTILITY,was TRANSCRIPTION,,239,,,,,ALB_2
4091,2722,135,OFFICE,,,116,,,,,ALB_2
4092,2723,3,OFFICE,,,140,,,,,ALB_2
4093,2724,3,OFFICE,,,156,,,,,ALB_2
4094,2725,324,OFFICE,,,155,,,,,ALB_2
4095,2726,324,OFFICE,,,139,,,,,ALB_2
