Room ID,Room Number,Cost Center ID,Room Name,Room Function Notes,Notes,Area Import,Headwall Count,Bed Count,Bed Status,Air Tested,Floor Id
11571,NRT L-32,2,ELEVATORS,,,778,,,,,MER_LL
11574,FCM L707,357,STAIR VESTIBULE,,,130,,,,,MER_LL
11575,NRT L708,2,STAIR,,,506,,,,,MER_LL
11576,FCM L709,357,PRESSURIZED EXIT PASSAGEWAY,,,519,,,,,MER_LL
11577,FCM L710,357,SERVICE ELEVATOR LOBBY,,,408,,,,,MER_LL
11578,L711,120,BODY VIEWING,,,108,,,,,MER_LL
11579,L712,120,BODY HOLD,,,203,,,,,MER_LL
11580,L712A,120,REFRIGERATION ACCESS MECH,,,39,,,,,MER_LL
11581,L713,236,JANITOR / STORAGE,,,262,,,,,MER_LL
11582,FCM L714,357,CORRIDOR,,,264,,,,,MER_LL
11583,FCM L715,357,CORRIDOR,,,372,,,,,MER_LL
11584,L716,228,ELEVATOR MACHINE ROOM,,,79,,,,,MER_LL
11585,NRT L-31,2,ELEVATOR,,,279,,,,,MER_LL
11586,L718,373,MATERIALS MGMT,,,2018,,,,,MER_LL
11588,L720,228,GAS STORAGE,,,111,,,,,MER_LL
11589,L721,228,NITROGEN AND NITROUS STORAGE,,,88,,,,,MER_LL
11592,NRT L768,2,STAIR,,,278,,,,,MER_LL
11593,NRT G701,2,ELEVATORS,,,844,,,,,MER_GL
11599,FCM G707,357,STAIR VESTIBULE,,,78,,,,,MER_GL
11600,NRT G708,2,STAIR,,,418,,,,,MER_GL
11601,FCM G709,357,CORRIDOR,,,1729,,,,,MER_GL
11602,G710,373,MATERIALS STORAGE,,,534,,,,,MER_GL
11603,G710A,373,MATERIALS STORAGE,,,981,,,,,MER_GL
11604,NRT G711,2,ELEVATOR,,,170,,,,,MER_GL
11606,FCM G713,357,ACCESSIBLE STAFF TOILET,,,73,,,,,MER_GL
11607,G714,161,REPAIR ROOM,,,126,,,,,MER_GL
11608,G715,161,TREATMENT - NEG PRESS,,,179,,,,,MER_GL
11609,G716,161,BLOOD BORNE INFECT NEG PRESS,,,175,,,,,MER_GL
11610,G717,161,CLEAN UTILITY / STORAGE,,,176,,,,,MER_GL
11611,G718,236,JANITOR - DIALYSIS,,,58,,,,,MER_GL
11618,G720,161,EXAM,,,212,,,,,MER_GL
11619,G721,161,OFFICE,,,135,,,,,MER_GL
11620,G722,161,ACCESSIBLE STAFF TOILET,,,92,,,,,MER_GL
11621,G723,161,STORAGE,,,106,,,,,MER_GL
11622,G724,161,SOILED UTILITY,,,94,,,,,MER_GL
11623,G725,161,STAFF LOUNGE,,,151,,,,,MER_GL
11624,G726,161,INPATIENT DIALYSIS,,,1642,,,,,MER_GL
11626,G727,161,NURSE STATION,,,234,,,,,MER_GL
11628,G729,161,STORAGE,,,91,,,,,MER_GL
11629,G730,161,WATER TREATMENT,,,163,,,,,MER_GL
11630,G731,161,ACCESSIBLE PATIENT TOILET,,,53,,,,,MER_GL
11632,FCM G736,357,CORRIDOR,ASK DIANE: ROOM NO,,1927,,,,,MER_GL
11633,G737,228,MECH,,,999,,,,,MER_GL
11634,G738,152,OFFICE,,,101,,,,,MER_GL
11635,G739,152,OFFICE - BUYER,,,102,,,,,MER_GL
11636,G740,152,OFFICE - PYXIS,,,113,,,,,MER_GL
11637,G741,152,STORAGE - CLEAN,,,216,,,,,MER_GL
11638,G742,152,STAFF LOUNGE,,,197,,,,,MER_GL
11640,G743,152,ORDER ENTRY,,,1918,,,,,MER_GL
11641,G744,152,ANTE ROOM,,,234,,,,,MER_GL
11642,G745,152,IV MIX,,,218,,,,,MER_GL
11643,G746,152,CHEMO,,,123,,,,,MER_GL
11644,G747,152,TOILET VESTIBULE,,,29,,,,,MER_GL
11645,G748,152,ACCESSIBLE STAFF TOILET,,,70,,,,,MER_GL
11647,G750,152,COMPOUNDING,,,233,,,,,MER_GL
11648,G751,236,JANITOR,,,39,,,,,MER_GL
11649,G752,152,OFFICE,,,85,,,,,MER_GL
11650,FCM G753,357,VESTIBULE,,,100,,,,,MER_GL
11651,NRT G754,2,STAIR,,,365,,,,,MER_GL
11652,G755,152,BREAK DOWN,,,132,,,,,MER_GL
11653,G756,152,RECEIVING,,,100,,,,,MER_GL
11656,G761,228,MECH,,,5327,,,,,MER_GL
11657,G762,228,FIRE PUMP ROOM,,,775,,,,,MER_GL
11658,FCM G763,357,CORRIDOR,,,1096,,,,,MER_GL
11659,G764,241,IT,,,516,,,,,MER_GL
11660,G765,228,ELEC,,,346,,,,,MER_GL
11661,G766,228,NORMAL POWER,,,1771,,,,,MER_GL
11662,G767,228,TRANSFER SWITCH ROOM,,,506,,,,,MER_GL
11663,NRT G768,2,STAIR,,,480,,,,,MER_GL
11664,NRT G-31,2,NRT,,,24,,,,,MER_GL
11665,NRT G-32,2,NRT,,,41,,,,,MER_GL
11666,NRT G-33,2,NRT,,,63,,,,,MER_GL
11667,NRT G-34,2,NRT,,,28,,,,,MER_GL
11668,FCM G769,357,SERVICE ELEVATOR LOBBY,,,255,,,,,MER_GL
11669,FCM G770,357,CORRIDOR,,,586,,,,,MER_GL
11670,G772,236,JANITOR,,,46,,,,,MER_GL
11671,NRT 1701,2,ELEVATORS,,,843,,,,,MER_1
11677,FCM 1707,357,STAIR VESTIBULE,,,104,,,,,MER_1
11678,NRT 1708,2,STAIR,,,399,,,,,MER_1
11679,FCM 1709,357,CORRIDOR,,,1208,,,,,MER_1
11680,1710,203,STORAGE,,,589,,,,,MER_1
11681,NRT 1711,2,ELEVATOR,,,175,,,,,MER_1
11682,1717,203,STORAGE,,,1831,,,,,MER_1
11683,1718,236,JANITOR,,,49,,,,,MER_1
11684,1722,203,ACCESSIBLE STAFF TOILET,,,68,,,,,MER_1
11685,1727,203,ACCESSIBLE TOILET,,,78,,,,,MER_1
11686,1736,203,STORAGE,,,2549,,,,,MER_1
11687,FCM 1739,357,CORRIDOR,,,616,,,,,MER_1
11688,FCM 1740,357,SERVICE ELEVATOR LOBBY,,,259,,,,,MER_1
11689,FCM 1741,357,CORRIDOR,,,724,,,,,MER_1
11691,1744,236,JANITOR,,,30,,,,,MER_1
11692,1745,491,CATH CONSULTING,,,128,,,,,MER_1
11693,1746,491,CATH LAB WAITING,,,306,,,,,MER_1
11694,1747,261,PRIVATE CONSULT,,,102,,,,,MER_1
11695,1748,261,ADMITTING,,,82,,,,,MER_1
11696,1749,261,ADMITTING,,,101,,,,,MER_1
11697,1750,261,ACCESSIBLE ADMITTING,,,116,,,,,MER_1
11698,1751,261,FINANCIAL CONSULT,,,129,,,,,MER_1
11699,1752,261,ACCESSIBLE FINANCIAL CONSULT,,,157,,,,,MER_1
11700,1753,261,WORK ROOM / STAFF LOUNGE,,,190,,,,,MER_1
11701,1754,261,ACCESSIBLE STAFF TOILET,,,67,,,,,MER_1
11702,1755,261,OFFICE - MGR,,,242,,,,,MER_1
11703,1756,261,CLERICAL WORKSPACE,,,167,,,,,MER_1
11704,NRT 1757,2,STAIR,,,302,,,,,MER_1
11705,NRT 1-31,2,NRT,,,25,,,,,MER_1
11706,NRT 1-32,2,NRT,,,51,,,,,MER_1
11707,NRT 1-33,2,NRT,,,168,,,,,MER_1
11708,NRT 1-34,2,NRT,,,49,,,,,MER_1
11709,1758,228,FIRE COMMAND ROOM,,,113,,,,,MER_1
11710,1759,261,SHARED BED PLACEMENT,,,167,,,,,MER_1
11711,1760,261,PATIENT ACCESS COORDINATOR,,,154,,,,,MER_1
11712,1761,261,ADMIN SUPERVISOR,,,102,,,,,MER_1
11713,1762,261,CORRIDOR,,,605,,,,,MER_1
11714,BCM 1763,357,MAIN RECEPTION DESK,,,266,,,,,MER_1
11715,BCM 1764,357,VESTIBULE,,,157,,,,,MER_1
11716,1765,220,SECURITY,,,390,,,,,MER_1
11717,BCM 1766,357,WAITING / BUILDING LOBBY,,,5952,,,,,MER_1
11718,BCM 1767,357,VESTIBULE,,,158,,,,,MER_1
11719,1768,228,ELEC,,,258,,,,,MER_1
11720,1769,298,CHAPEL,,,276,,,,,MER_1
11721,1770,355,FLOWER SHOP,,,96,,,,,MER_1
11722,1771,355,GIFT SHOP,,,491,,,,,MER_1
11723,1772,355,ACCESSIBLE DRESSING ROOM,,,46,,,,,MER_1
11724,1773,355,STORAGE,,,45,,,,,MER_1
11725,FCM 1774,357,ACCESSIBLE MENS TOILET,,,204,,,,,MER_1
11726,FCM 1775,357,ACCESSIBLE WOMENS TOILET,,,252,,,,,MER_1
11727,1776,265,CONFERENCE ROOM,,,435,,,,,MER_1
11729,FCM 1779,357,VESTIBULE,,,171,,,,,MER_1
11730,1781,236,JANITOR,,,31,,,,,MER_1
11731,NRT 2701,2,ELEVATORS,,,835,,,,,MER_2
8630,L001A,228,MECH / STORAGE,,,175,,,,,MER_LL
8631,L001,234,CLINICAL ENG,,,123,,,,NO,MER_LL
8632,L005,234,CLINICAL ENG,,,703,,,,NO,MER_LL
8633,L010A,213,OFFICE,,,148,,,,,MER_LL
8634,L010,354,COPY CENTER (LEASED SPACE),,,595,,,,,MER_LL
8635,L013A,213,DUMBWAITER,,,99,,,,,MER_LL
8636,L013,213,MATERIALS MGMT,,,416,,,,,MER_LL
8637,L013B,228,STORAGE - MED GAS,,,96,,,,NO,MER_LL
8638,L015,236,JANITOR,,,55,,,,,MER_LL
8639,L017,354,STORAGE,,,87,,,,,MER_LL
8640,L020,206,LAUNDRY,,,2740,,,,,MER_LL
8641,L030,213,DISTRIBUTION,,,1017,,,,,MER_LL
8642,L035,228,ASST CHF ENGNR,,,193,,,,,MER_LL
8645,L040,120,AUTOPSY,,,496,,,,YES,MER_LL
8646,L040C,120,DISSECTION,,,198,,,,YES,MER_LL
8647,L040B,120,STORAGE - MORGUE,,,169,,,,YES,MER_LL
8648,L040A,120,TOILET,,,49,,,,,MER_LL
8649,L050,228,ENGINEERING,,,214,,,,,MER_LL
8650,L055,228,KEY SHOP,,,138,,,,,MER_LL
8651,L060A,213,TOILET,,,54,,,,,MER_LL
8652,L060,228,STORAGE,,,71,,,,,MER_LL
8653,L070,228,ASST CHF ENGNR,,,180,,,,,MER_LL
8654,L075,213,STORAGE - CENTRAL,,,2376,,,,YES,MER_LL
8655,L075B,213,OFFICE,,,125,,,,,MER_LL
8656,L075C,213,OFFICE,,,144,,,,,MER_LL
8658,L080,228,BOILER ROOM,,,855,,,,,MER_LL
8659,L085,228,EQUIP,,,554,,,,,MER_LL
8660,L085A,228,SWITCH,,,382,,,,,MER_LL
8663,L105,236,TRASH,,,281,,,,,MER_LL
8664,L110,228,ELEC,,,182,,,,,MER_LL
8665,L115,102,OFFICE - CPD,,,158,,,,,MER_LL
8666,L120,102,STORAGE - EQUIP,,,772,,,,,MER_LL
8667,L120A,102,EQUIP - STERILE,,,169,,,,YES,MER_LL
8668,L125,102,CENTRAL PROC DEPT,,,121,,,,,MER_LL
8669,L125A,102,VESTIBULE,,,917,,,,YES,MER_LL
8670,L130A,102,CENTRAL PROC DEPT,,,203,,,,YES,MER_LL
8671,L130,102,STORAGE - STERILE,,,3046,,,,YES,MER_LL
8672,L130B,102,CENTRAL PROC DEPT,,,91,,,,YES,MER_LL
8674,5012,3,,REMOVED BED,,237,,,REMOVED 7/22/14,,MER_5
8675,5014,3,,REMOVED BED,,230,,,REMOVED 7/22/14,,MER_5
8676,5015,3,CASE MGMT,,,60,,,,,MER_5
8677,5016,3,,REMOVED BED,,223,,,REMOVED 7/22/14,,MER_5
8678,5018,3,,REMOVED BED,,150,,,REMOVED 7/22/14,,MER_5
8679,5020,3,,REMOVED BED,,135,,,REMOVED 7/22/14,,MER_5
8680,5021,3,NURSE STATION,,,351,,,,,MER_5
8681,5021A,3,NURSE STATION,,,11,,,,,MER_5
8682,5022,3,,REMOVED BED,,128,,,REMOVED 7/22/14,,MER_5
8683,5023,3,STORAGE - EQUIP,,,117,,,,,MER_5
8684,5024,3,,REMOVED BED,,174,,,REMOVED 7/22/14,,MER_5
8685,5025,3,CLEAN UTILITY,,,108,,,,YES,MER_5
8686,5026,3,,REMOVED BED,,145,,,REMOVED 7/22/14,,MER_5
8687,5027A,3,LOCKERS,,,76,,,,,MER_5
8688,5027,3,LOUNGE,,,205,,,,,MER_5
8689,5028,3,,REMOVED BED,,133,,,REMOVED 7/22/14,,MER_5
8690,5030,3,,REMOVED BED,,141,,,REMOVED 7/22/14,,MER_5
8691,5032,3,,REMOVED BED,,153,,,REMOVED 7/22/14,,MER_5
8692,5033,236,JANITOR,,,37,,,,,MER_5
8693,5034,3,,REMOVED BED,,245,,,REMOVED 7/22/14,,MER_5
8694,5035,3,OFFICE - HEAD NURSE,,,61,,,,,MER_5
8695,5036 A/B/C/D,3,,REMOVED BEDS (4),,592,,,REMOVED 7/22/14,,MER_5
8696,5037,3,STORAGE,,,6,,,,,MER_5
8697,5044,3,,REMOVED BED,,345,,,REMOVED 7/22/14,,MER_5
8698,5045,3,PANTRY,,,124,,,,,MER_5
8699,5046 A/B/C,3,,REMOVED BEDS (3),,431,,,REMOVED 7/22/14,,MER_5
8700,5049,3,CLEAN UTILITY,,,131,,,,YES,MER_5
8701,5051,3,EQUIP - USED,,,84,,,,NO,MER_5
8702,5052 A/B/C,3,,REMOVED BEDS (3),,457,,,REMOVED 7/22/14,,MER_5
8703,5053,3,LINEN,,,15,,,,,MER_5
8704,5055,3,CONFERENCE,,,83,,,,,MER_5
8705,5057,3,SHOWER,,,76,,,,,MER_5
8706,5058,3,,REMOVED BED,,248,,,REMOVED 7/22/14,,MER_5
8707,5059,3,LOCKERS,,,120,,,,,MER_5
8708,5061,236,JANITOR,,,14,,,,,MER_5
8709,5063,236,TRASH CHUTE,,,19,,,,,MER_5
8710,5065,236,JANITOR,,,69,,,,,MER_5
8711,5067,464,STORAGE,,,85,,,,,MER_5
8712,5101,228,ELEC,,,139,,,,,MER_5
8713,5102 A/B,19,2 BEDS,ACTIVE BEDS (MED-SURG),,320,,2,ACTIVE 7/22/14,NO,MER_5
8714,5103,228,MECH,,,359,,,,,MER_5
8715,5105,19,CONFERENCE,,,233,,,,,MER_5
8716,5106 A/B,19,2 BEDS,ACTIVE BEDS (MED-SURG),,317,,2,ACTIVE 7/22/14,NO,MER_5
8717,5109,371,CASE MGMT,,,93,,,,,MER_5
8718,5110,19,1 BED,ACTIVE BED (MED-SURG),,236,,1,ACTIVE 7/22/14,NO,MER_5
8719,5111,19,MEDICATION,,,155,,,,,MER_5
8720,5112,19,1 BED,ACTIVE BED (MED-SURG),,236,,1,ACTIVE 7/22/14,NO,MER_5
8721,5113A,19,CLEAN UTILITY,,,122,,,,YES,MER_5
8722,5113,19,OFFICE - PCC,,,118,,,,,MER_5
8723,5114,19,1 BED,ACTIVE BED (MED-SURG),,230,,1,ACTIVE 7/22/14,NO,MER_5
8724,5115,19,TUB ROOM,,,119,,,,,MER_5
8725,5116,19,1 BED,ACTIVE BED (MED-SURG),,230,,1,ACTIVE 7/22/14,NO,MER_5
8726,5118,19,1 BED,ACTIVE BED (MED-SURG),,227,,1,ACTIVE 7/22/14,NO,MER_5
8727,5120,19,1 BED,ACTIVE BED (MED-SURG),,230,,1,ACTIVE 7/22/14,NO,MER_5
8728,5122,19,1 BED,ACTIVE BED (MED-SURG),,236,,1,ACTIVE 7/22/14,NO,MER_5
8729,5124,19,1 BED,ACTIVE BED (MED-SURG),,432,,1,ACTIVE 7/22/14,NO,MER_5
8730,5125,19,OFFICE - HEAD NURSE,,,95,,,,,MER_5
8731,5126,19,1 BED,ACTIVE BED (MED-SURG),,240,,1,ACTIVE 7/22/14,NO,MER_5
8732,5127,19,SOILED UTILITY,,,94,,,,YES,MER_5
8733,5128,19,1 BED,ACTIVE BED (MED-SURG),,238,,1,ACTIVE 7/22/14,NO,MER_5
8734,5129,19,SITZ BATH,,,34,,,,,MER_5
8735,5130,19,1 BED,ACTIVE BED (MED-SURG),,231,,1,ACTIVE 7/22/14,NO,MER_5
8736,5132,19,1 BED,ACTIVE BED (MED-SURG),,236,,1,ACTIVE 7/22/14,NO,MER_5
8737,5134,19,1 BED,ACTIVE BED (MED-SURG),,231,,1,ACTIVE 7/22/14,NO,MER_5
8738,5135,19,LOCKERS,,,278,,,,,MER_5
8741,5136,19,1 BED,ACTIVE BED (MED-SURG),,230,,1,ACTIVE 7/22/14,NO,MER_5
8742,5137,19,SHOWER,,,50,,,,,MER_5
8743,5138,19,1 BED,ACTIVE BED (MED-SURG),,242,,1,ACTIVE 7/22/14,NO,MER_5
8744,5139A,178,OFFICE,,split room,52,,,,,MER_5
8745,5140,19,1 BED,ACTIVE BED (MED-SURG),,233,,1,ACTIVE 7/22/14,NO,MER_5
8746,5141,236,JANITOR,,,65,,,,,MER_5
8747,5159,19,STORAGE,,,150,,,,,MER_5
8748,5160,178,PT SATELLITE,,,413,,,,,MER_5
8749,5164 A/B,19,2 BEDS,ACTIVE BEDS (MED-SURG),,311,,2,ACTIVE 7/22/14,NO,MER_5
8750,5165,19,NOURISHMENT,,,104,,,,,MER_5
8751,5168 A/B,19,2 BEDS,ACTIVE BEDS (MED-SURG),,312,,2,ACTIVE 7/22/14,NO,MER_5
8752,5169,19,MEDICATION,,,171,,,,,MER_5
8753,5172 A/B,19,2 BEDS,ACTIVE BEDS (MED-SURG),,312,,2,ACTIVE 7/22/14,NO,MER_5
8754,5176 A/B,19,2 BEDS,ACTIVE BEDS (MED-SURG),,312,,2,ACTIVE 7/22/14,NO,MER_5
8755,5177,19,TRACTION,,,138,,,,,MER_5
8756,5180 A/B,19,2 BEDS,ACTIVE BEDS (MED-SURG),,312,,2,ACTIVE 7/22/14,NO,MER_5
8757,5181,178,OFFICE - PHYS THERAPY,,,104,,,,,MER_5
8758,5184 A/B,19,2 BEDS,ACTIVE BEDS (MED-SURG),,312,,2,ACTIVE 7/22/14,NO,MER_5
8759,5185,178,STORAGE - PT,,,104,,,,,MER_5
8760,5188,19,1 BED,ACTIVE BED (MED-SURG),,292,,1,ACTIVE 7/22/14,NO,MER_5
8761,5190,19,1 BED,ACTIVE BED (MED-SURG),,240,,1,ACTIVE 7/22/14,NO,MER_5
8762,5192,19,1 BED,ACTIVE BED (MED-SURG),,369,,1,ACTIVE 7/22/14,NO,MER_5
8763,FCM 5193,357,TOILET - MENS,,,117,,,,,MER_5
8764,5193A,236,JANITOR,,,16,,,,,MER_5
8765,5195,19,STORAGE,,,192,,,,,MER_5
8766,FCM 5194,357,TOILET - WOMENS,,,132,,,,,MER_5
8769,5199,3,OFFICE,,,123,,,,,MER_5
8770,5201,3,CONFERENCE,,,190,,,,,MER_5
8771,5201A,3,LINEN,,,19,,,,,MER_5
8772,5202 A/B,3,,REMOVED BEDS (2),,275,,,REMOVED 7/22/14,,MER_5
8773,5203,3,TOILET - STAFF,,,38,,,,,MER_5
8774,5206 A/B,3,,REMOVED BEDS (2),,246,,,REMOVED 7/22/14,,MER_5
8775,5209,3,RECEPTION,,,102,,,,,MER_5
8777,5210 A/B,3,,REMOVED BEDS (2),,261,,,REMOVED 7/22/14,,MER_5
8778,5214 A/B,3,,REMOVED BEDS (2),,246,,,REMOVED 7/22/14,,MER_5
8779,5218 A/B,3,,REMOVED BEDS (2),,261,,,REMOVED 7/22/14,,MER_5
8780,5219,3,CLEAN UTILITY,,,161,,,,YES,MER_5
8781,5222 A/B,3,,REMOVED BEDS (2),,246,,,REMOVED 7/22/14,,MER_5
8782,5226 A/B,3,,REMOVED BEDS (2),,261,,,REMOVED 7/22/14,,MER_5
8783,5229,3,STORAGE - RESPIRATORY,,,67,,,,NO,MER_5
8784,5230 A/B,3,,REMOVED BEDS (2),,246,,,REMOVED 7/22/14,,MER_5
8785,5231,3,SHOWER,,,24,,,,,MER_5
8786,5234 A/B,3,,REMOVED BEDS (2),,261,,,REMOVED 7/22/14,,MER_5
8787,5238 A/B,3,,REMOVED BEDS (2),,243,,,REMOVED 7/22/14,,MER_5
8788,5246 A/B,3,,REMOVED BEDS (4),,397,,,REMOVED 7/22/14,,MER_5
8789,5239,3,TOILET - STAFF,,,20,,,,,MER_5
8790,5242,3,,REMOVED BED,,230,,,REMOVED 7/22/14,,MER_5
8791,5244,3,,REMOVED BED,,233,,,REMOVED 7/22/14,,MER_5
8792,5249,3,TOILET,,,18,,,,,MER_5
8793,5254 A/B,3,,REMOVED BEDS (2),,247,,,REMOVED 7/22/14,,MER_5
8794,5258 A/B,3,,REMOVED BEDS (2),,253,,,REMOVED 7/22/14,,MER_5
8795,5259,3,STORAGE,,,54,,,,,MER_5
8796,5261A,3,STORAGE,,,14,,,,,MER_5
8797,5261,3,SHOWER,,,24,,,,,MER_5
8798,5262 A/B,3,,REMOVED BEDS (2),,238,,,REMOVED 7/22/14,,MER_5
8799,5263,3,SOILED UTILITY,,,123,,,,YES,MER_5
8800,5266 A/B,3,,REMOVED BEDS (2),,253,,,REMOVED 7/22/14,,MER_5
8801,5270 A/B,3,,REMOVED BEDS (2),,238,,,REMOVED 7/22/14,,MER_5
8802,5274,3,,REMOVED BED,,253,,,REMOVED 7/22/14,,MER_5
8803,5278,3,,REMOVED BED,,238,,,REMOVED 7/22/14,,MER_5
8804,5279,3,OFFICE,,,90,,,,,MER_5
8805,5281,3,OFFICE,,,113,,,,,MER_5
8806,5282,3,,REMOVED BED,,247,,,REMOVED 7/22/14,,MER_5
8807,5284,3,,REMOVED BED,,261,,,REMOVED 7/22/14,,MER_5
8808,5285A,228,STORAGE,,,21,,,,,MER_5
8809,5285,239,TELE BOOTH,,,30,,,,,MER_5
8810,5289,3,WAITING,,,111,,,,,MER_5
8811,5301,152,OFFICE - PHARMACY,,,225,,,,NO,MER_5
8812,5303,236,JANITOR,,,146,,,,,MER_5
8813,5305,228,STORAGE,,,20,,,,,MER_5
8814,5307,3,OFFICE,,,103,,,,,MER_5
8815,5309,228,MECH,,,127,,,,,MER_5
8816,5330,228,MECH,,,534,,,,,MER_5
8817,5331,228,MECH,,,2119,,,,,MER_5
8818,L130C,236,JANITOR,,,52,,,,,MER_LL
8819,L135,228,CHILLER,,,629,,,,,MER_LL
8820,L140,102,LOCKERS - WOMENS,,,219,,,,,MER_LL
8821,L145A,239,OFFICE,,,119,,,,,MER_LL
8822,L145B,239,OFFICE,,,141,,,,,MER_LL
8823,L145C,239,OFFICE,,,136,,,,,MER_LL
8824,L145,239,VESTIBULE,,,101,,,,,MER_LL
8825,L147,228,EMERGENCY GENERATOR,,,1193,,,,,MER_LL
8826,L150,102,LOCKERS - MENS,,,225,,,,,MER_LL
8827,L160,228,MECH,,,97,,,,,MER_LL
8828,L165,239,MIS / DATA PROCESSING,,,805,,,,,MER_LL
8829,L165A,239,OFFICES,,,422,,,,,MER_LL
8830,L165C,239,OFFICES,,,859,,,,,MER_LL
8831,L165B,239,PRINTING,,,361,,,,,MER_LL
8832,L170,102,CPD PACK ROOM,,,792,,,,YES,MER_LL
8833,L170A,102,EQUIP,,,272,,,,,MER_LL
8834,L175,228,MECH - VACUUM ROOM,,,393,,,,,MER_LL
8835,L185,228,SWITCH,,,1095,,,,,MER_LL
8836,L190,228,BOILER ROOM,,,1386,,,,,MER_LL
8837,L190A,239,STORAGE,,,59,,,,,MER_LL
8838,L195,228,ELEC - PGE VAULT,,,785,,,,,MER_LL
8858,G030,228,STORAGE,,,257,,,,,MER_GL
8859,G035,239,TELE BOOTH,,,48,,,,,MER_GL
8860,G038,236,JANITOR,,,51,,,,,MER_GL
8861,G040,261,LOCKERS - WOMENS,,,945,,,,,MER_GL
8862,G044,203,STORAGE,,,711,,,,,MER_GL
8863,G046,296,LOCKERS - VOLUN,,,701,,,,,MER_GL
8864,G048,261,LOCKERS - MENS,,,711,,,,,MER_GL
8865,G050B,312,NURSING ADMIN,,,128,,,,,MER_GL
8866,G050A,296,VOLUNTEERS,,,295,,,,,MER_GL
8867,G060,228,MECH,,,2893,,,,,MER_GL
8868,G062,228,MECH,,,963,,,,,MER_GL
8869,G062A,228,MECH,,,1643,,,,,MER_GL
8870,G064,228,MECH,,,155,,,,,MER_GL
8871,G066,228,STORAGE,,,130,,,,,MER_GL
8872,G068,206,LAUNDRY,,,1676,,,,,MER_GL
8873,G068B,228,REPAIR - BED,,,527,,,,,MER_GL
8874,G068C,228,MECH,,,1067,,,,,MER_GL
8875,G068A,120,VIEWING,,,115,,,,,MER_GL
8877,G069,228,STORAGE,,,260,,,,,MER_GL
8878,G069A,228,STORAGE,,,28,,,,,MER_GL
8879,G069B,236,JANITOR,,,41,,,,,MER_GL
8880,G071,236,TRASH CHUTE,,,23,,,,,MER_GL
8881,G080,312,STORAGE,,,199,,,,,MER_GL
8882,G081B,324,RISK MANAGEMENT,,,103,,,,,MER_GL
8883,G081,324,RISK MANAGEMENT,,,421,,,,,MER_GL
8884,G081C,324,RISK MANAGEMENT,,,115,,,,,MER_GL
8885,G081D,324,RISK MANAGEMENT,,,116,,,,,MER_GL
8886,G081A,324,RISK MANAGEMENT,,,197,,,,,MER_GL
8887,G082,239,TELE BOOTH,,,62,,,,,MER_GL
8888,G085C,248,EHR TRAINING,was OFFICE,,239,,,,,MER_GL
8890,G085,312,OFFICE,,,181,,,,,MER_GL
8892,G086,315,COPY,,,200,,,,,MER_GL
8893,G087,312,OFFICE - SURGICAL SVCS,,,172,,,,,MER_GL
8894,G088(1),312,OFFICE,,split room,65,,,,,MER_GL
8895,G089,312,NURSING ADMIN,,,185,,,,,MER_GL
8896,G090A,315,RECEPTION,,,519,,,,,MER_GL
8897,G090C,315,ADMIN,,,118,,,,,MER_GL
8899,G090B,315,OFFICE,,,92,,,,,MER_GL
8900,G090E,315,OFFICE,,,109,,,,,MER_GL
8901,G090F,315,FILE ROOM,,,59,,,,,MER_GL
8903,G090G,315,OFFICE,,,86,,,,,MER_GL
8904,G092,312,STORAGE,,,29,,,,,MER_GL
