Room ID,Room Number,Cost Center ID,Room Name,Room Function Notes,Notes,Area Import,Headwall Count,Bed Count,Bed Status,Air Tested,Floor Id
7431,1388,401,WAITING,,,264,,,,,HER_1
7432,1388A,401,OFFICE,,,170,,,,,HER_1
7433,1388C,401,TOILET,,,107,,,,,HER_1
7434,1389,401,CASHIER,,,65,,,,,HER_1
7435,1390,401,NURSE STATION,,,125,,,,,HER_1
7436,1390A,401,OFFICE,,,113,,,,,HER_1
7437,1390B,401,SOILED UTILITY,,,36,,,,YES,HER_1
7438,1391,401,EXAM 5,,,171,,,,,HER_1
7439,1392,401,OFFICE,,,142,,,,,HER_1
7440,1393,401,TOILET,,,47,,,,,HER_1
7441,1394,401,LAB,,,200,,,,YES,HER_1
7442,1394A,401,CLEAN UTILITY,,,73,,,,YES,HER_1
7443,1395,401,OFFICE,,,124,,,,,HER_1
7444,1395A,401,OFFICE,,,160,,,,,HER_1
7445,1396,401,EXAM 4,,,176,,,,,HER_1
7446,1396A,401,STORAGE,,,58,,,,,HER_1
7447,1396B,401,STORAGE,,,122,,,,,HER_1
7448,1397,401,EXAM 3,,,123,,,,,HER_1
7449,1398,401,EXAM 2,,,118,,,,,HER_1
7450,1399,401,EXAM 1,,,118,,,,,HER_1
7451,FCM 2191,357,TOILET - MENS,,,42,,,,,HER_2
7452,FCM 2192,357,TOILET - WOMENS,,,38,,,,,HER_2
7453,2199,176,STORAGE,,,22,,,,,HER_2
7454,2300C,3,TOILET,,,33,,,,,HER_2
7455,2330C,230,ENGINEERING,,,879,,,,,HER_2
7456,2330A,230,STORAGE,,,251,,,,,HER_2
7457,2330B,230,STORAGE,,,48,,,,,HER_2
7458,FCM 2360,357,TOILET - MENS,,,79,,,,,HER_2
7459,FCM 2361,357,TOILET - WOMENS,,,106,,,,,HER_2
7460,2376,241,IT,was MEDICAL RECORDS,,60,,,,,HER_2
7461,2378,230,OFFICE,,,189,,,,,HER_2
7462,2379,230,LOCKERS,,,117,,,,,HER_2
7463,2379A,230,TOILET,was TOILET - PATIENT,,53,,,,,HER_2
7464,2381,230,OFFICE,,,124,,,,,HER_2
7465,2381A,230,OFFICE,,,19,,,,,HER_2
7466,2381B,230,TOILET,,,41,,,,,HER_2
7467,2385,235,LOCKERS,,,123,,,,,HER_2
7468,2386,3,STORAGE,,,174,,,,,HER_2
7469,2386A,3,STORAGE,,,90,,,,,HER_2
7470,2387,235,TECH AREA,,,215,,,,NO,HER_2
7471,2388,3,STORAGE,,,138,,,,,HER_2
7472,2389,3,STORAGE,,,91,,,,,HER_2
7473,2390,3,STORAGE,,,106,,,,,HER_2
7474,2391,239,DATA / TELE,,,393,,,,,HER_2
7475,2392,3,TOILET - MENS,,,38,,,,,HER_2
7476,2393,3,STORAGE,,,11,,,,,HER_2
7477,2394,3,STORAGE,,,147,,,,,HER_2
7478,2395,3,TOILET - WOMENS,,,110,,,,,HER_2
7479,2396,3,STORAGE,,,79,,,,,HER_2
7480,2397,3,STORAGE,,,93,,,,,HER_2
7481,2398,3,STORAGE,,,182,,,,,HER_2
7482,2398A,3,VESTIBULE,,,32,,,,,HER_2
7483,2399,3,STORAGE,,,159,,,,,HER_2
7484,FCM 3191,357,TOILET - MENS,,,42,,,,,HER_3
7485,FCM 3192,357,TOILET - WOMENS,,,38,,,,,HER_3
7486,3368,267,STORAGE,,,61,,,,,HER_3
7488,FCM 4191,357,TOILET - MENS,,,38,,,,,HER_4
7489,FCM 4192,357,TOILET - WOMENS,,,42,,,,,HER_4
7490,FCM 5191,357,TOILET - WOMENS,,,42,,,,,HER_5
7491,FCM 5192,357,TOILET - MENS,,,38,,,,,HER_5
7492,FCM 6240,357,TOILET,,,38,,,,,HER_6
7493,6248,230,STORAGE,,,1066,,,,,HER_6
7494,FCM 6250A,357,PATIO,,,483,,,,,HER_6
7495,FCM 6250B,357,PATIO,,,360,,,,,HER_6
7496,NRT L-01,2,STAIR 1,,,209,,,,,HER_LL
7497,NRT L-02,2,STAIR 2,,,126,,,,,HER_LL
7498,NRT L-03,2,STAIR 3 / ELEV 3,,,679,,,,,HER_LL
7499,NRT L-04,2,STAIR 4,,,288,,,,,HER_LL
7500,NRT L-05,2,STAIR 5,,,270,,,,,HER_LL
7501,NRT L-06,2,STAIR 6 / ELEV 4,,,438,,,,,HER_LL
7503,NRT L-11,2,ELEVATOR 1,,,119,,,,,HER_LL
7504,NRT L-12,2,ELEVATOR 2,,,111,,,,,HER_LL
7507,NRT L-15,2,ELEVATOR 5,,,156,,,,,HER_LL
7508,NRT L-21,2,RAMP 1,,,171,,,,,HER_LL
7509,NRT L-22,2,RAMP 2,,,999,,,,,HER_LL
7510,NRT 1-01,2,STAIR 1 / ELEV 2,,,382,,,,,HER_1
7511,NRT 1-02,2,STAIR 2,,,153,,,,,HER_1
7512,NRT 1-03,2,STAIR 3 / ELEV 3,,,660,,,,,HER_1
7513,NRT 1-04,2,STAIR 4,,,165,,,,,HER_1
7514,NRT 1-05,2,STAIR 5,,,159,,,,,HER_1
7515,NRT 1-06,2,STAIR 6 / ELEV 4,,,454,,,,,HER_1
7516,NRT 1-07,2,STAIR 7,,,216,,,,,HER_1
7517,NRT 1-08,2,STAIR 8,,,483,,,,,HER_1
7518,NRT 1-11,2,ELEVATOR 1,,,108,,,,,HER_1
7522,NRT 1-21,2,RAMP 1,,,546,,,,,HER_1
7523,NRT 1-22,2,RAMP 2 / STAIR,,,347,,,,,HER_1
7524,NRT 2-01,2,STAIR 1 / ELEV 2,,,402,,,,,HER_2
7525,NRT 2-02,2,STAIR 2,,,159,,,,,HER_2
7526,NRT 2-03,2,STAIR 3 / ELEV 3,,,689,,,,,HER_2
7527,NRT 2-04,2,STAIR 4,,,167,,,,,HER_2
7528,NRT 2-05,2,STAIR 5,,,462,,,,,HER_2
7529,NRT 2-06,2,STAIR 6 / ELEV 4,,,442,,,,,HER_2
7530,NRT 2-07,2,STAIR 7,,,218,,,,,HER_2
7531,NRT 2-11,2,ELEVATOR 1,,,109,,,,,HER_2
7535,NRT 2-15,2,ELEVATOR 5 / RAMP 1,,,132,,,,,HER_2
7537,NRT 2-22,2,RAMP 2,,,511,,,,,HER_2
7538,NRT 3-01,2,STAIR 1 / ELEV 2,,,401,,,,,HER_3
7539,NRT 3-02,2,STAIR 2,,,158,,,,,HER_3
7540,NRT 3-03,2,STAIR 3 / ELEV 3,,,689,,,,,HER_3
7541,NRT 3-04,2,STAIR 4,,,167,,,,,HER_3
7542,NRT 3-05,2,STAIR 5,,,177,,,,,HER_3
7543,NRT 3-06,2,STAIR 6 / ELEV 4,,,492,,,,,HER_3
7544,NRT 3-07,2,STAIR 7,,,216,,,,,HER_3
7545,NRT 3-11,2,ELEVATOR 1,,,109,,,,,HER_3
7549,NRT 3-15,2,ELEVATOR 5 / RAMP 1,,,632,,,,,HER_3
7551,NRT 3-22,2,RAMP 2,,,495,,,,,HER_3
7552,NRT 4-01,2,STAIR 1 / ELEV 2,,,402,,,,,HER_4
7553,NRT 4-02,2,STAIR 2,,,158,,,,,HER_4
7554,NRT 4-03,2,STAIR 3 / ELEV 3,,,689,,,,,HER_4
7555,NRT 4-04,2,STAIR 4,,,167,,,,,HER_4
7556,NRT 4-05,2,STAIR 5,,,177,,,,,HER_4
7557,NRT 4-06,2,STAIR 6 / ELEV 4,,,360,,,,,HER_4
7558,NRT 4-11,2,ELEVATOR 1,,,109,,,,,HER_4
7562,NRT 4-21,2,RAMP 1,,,370,,,,,HER_4
7563,NRT 5-01,2,STAIR 1 / ELEV 2,,,409,,,,,HER_5
7564,NRT 5-02,2,STAIR 2,,,161,,,,,HER_5
7565,NRT 5-03,2,STAIR 3 / ELEV 3,,,689,,,,,HER_5
7566,NRT 5-04,2,STAIR 4,,,167,,,,,HER_5
7567,NRT 5-05,2,STAIR 5,,,178,,,,,HER_5
7568,NRT 5-06,2,STAIR 6 / ELEV 4,,,215,,,,,HER_5
7569,NRT 5-11,2,ELEVATOR 1,,,109,,,,,HER_5
7573,NRT 5-21,2,RAMP 1,,,433,,,,,HER_5
7574,NRT 6-01,2,STAIR 1 / ELEV 2,,,402,,,,,HER_6
7575,NRT 6-02,2,STAIR 2,,,190,,,,,HER_6
7576,NRT 6-03,2,STAIR 3 / ELEV 3,,,649,,,,,HER_6
7577,NRT 6-11,2,ELEVATOR 1,,,109,,,,,HER_6
7580,217B,230,ALCOVE,,,157,,,,,HER_LL
7581,217C,230,ALCOVE,,,114,,,,,HER_LL
7582,1340,77,TOILET - MENS,,,72,,,,,HER_1
7583,1341,77,TOILET - WOMENS,,,70,,,,,HER_1
7584,1342,77,CONFERENCE,was OFFICE,,237,,,,,HER_1
7585,1343,77,OFFICE,,,120,,,,,HER_1
7586,1344,77,OFFICE,,,118,,,,,HER_1
7587,1345,77,OFFICE,,,118,,,,,HER_1
7588,1346,77,OFFICE,,,128,,,,,HER_1
7589,1347,77,OFFICE,,,123,,,,,HER_1
7590,1348,77,OFFICE,,,123,,,,,HER_1
7591,1349,77,STORAGE,,,95,,,,,HER_1
7592,1350,238,JANITOR,,,36,,,,,HER_1
7593,1351,77,COPY / WORK ROOM,was PANTRY,,123,,,,,HER_1
7594,1352,77,EXAM,,,84,,,,,HER_1
7595,1353,77,COPY,,,120,,,,,HER_1
7596,1354,77,OFFICE,,,121,,,,,HER_1
7597,1355,77,SUPPORT,,,371,,,,NO,HER_1
7598,1356,77,CONFERENCE,,,270,,,,,HER_1
7599,1358,77,SERVER / IT OFFICE,was CONFERENCE,,143,,,,,HER_1
7600,1359,77,WAITING,,,222,,,,,HER_1
7601,1359A,77,CLERICAL,,,112,,,,,HER_1
7602,1360,77,OFFICE,,,143,,,,,HER_1
7604,2100D,629,,DONE,,236,,,,UNKNOWN,HER_2
7605,2101,629,,DONE,,985,,,,UNKNOWN,HER_2
7607,2106,154,,DONE,,206,,,,UNKNOWN,HER_2
7608,2107,154,,DONE,,157,,,,UNKNOWN,HER_2
7609,2108,154,,DONE,,401,,,,UNKNOWN,HER_2
7611,2110,154,,DONE,,114,,,,UNKNOWN,HER_2
7612,2111,154,,DONE,,198,,,,UNKNOWN,HER_2
7613,2112,154,,DONE,,831,,,,UNKNOWN,HER_2
7616,2113,154,,DONE,,763,,,,UNKNOWN,HER_2
7619,2130,629,,DONE,,152,,,,UNKNOWN,HER_2
7621,2131,629,,DONE,,164,,,,UNKNOWN,HER_2
7623,2131A,629,,DONE,,82,,,,UNKNOWN,HER_2
7624,2166,629,,DONE,,94,,,,UNKNOWN,HER_2
7625,2168,629,,DONE,,76,,,,UNKNOWN,HER_2
7626,2176,629,TOILET,DONE,,53,,,,,HER_2
7627,2176A,629,,DONE,,102,,,,UNKNOWN,HER_2
7628,2177,154,TOILET,DONE,,80,,,,,HER_2
7629,2178,154,TOILET,DONE,,91,,,,,HER_2
7632,2180,154,,DONE,,116,,,,UNKNOWN,HER_2
7633,2183,154,,DONE,,10,,,,UNKNOWN,HER_2
7635,M011,230,BOILER ROOM,,M011,2408,,,,,HER_LL
7636,M012,230,GENERATOR ROOM,,M012,251,,,,,HER_LL
7637,M013,230,ELEC,,M013,299,,,,,HER_LL
7638,M014,230,FAN ROOM,,M014,293,,,,,HER_LL
7639,M015,230,ELEC,,M015,238,,,,,HER_LL
7640,204,230,MECH,,,172,,,,,HER_LL
7641,211,230,FAN ROOM,,,268,,,,,HER_LL
7642,215,230,BOILER ROOM,,,2000,,,,,HER_LL
7643,NRT L-44,2,NRT,was MECH 318,,64,,,,,HER_LL
7644,322A,230,MECH,,,55,,,,,HER_LL
7645,322,230,MECH,,,532,,,,,HER_LL
7646,335,230,MECH,,,868,,,,,HER_LL
7647,BCM 1190,357,LOBBY,,,2120,,,,,HER_1
7648,BCM 1193,357,LOBBY / CORRIDOR,,,372,,,,,HER_1
7650,3310,230,FAN ROOM,,M3310,171,,,,,HER_3
7651,6110,230,MECH,,M6110,3912,,,,,HER_6
7652,6245,230,MECH,,M6245,57,,,,,HER_6
7653,6246,230,MECH,,M6246,294,,,,,HER_6
7654,FCM 011,357,CORRIDOR,,,2885,,,,,HER_LL
7656,FCM 022,357,CORRIDOR,,,6045,,,,,HER_LL
7658,FCM 025,357,CORRIDOR,,,877,,,,,HER_LL
7659,FCM 031,357,CORRIDOR,,,1661,,,,,HER_LL
7660,FCM 032,357,CORRIDOR,,,88,,,,,HER_LL
7661,FCM 033,357,CORRIDOR,,,168,,,,,HER_LL
7664,FCM C111,357,CORRIDOR,,,392,,,,,HER_1
7665,FCM C112,357,ELEVATOR LOBBY,,,250,,,,,HER_1
7666,FCM C121,357,CORRIDOR,,,311,,,,,HER_1
7667,FCM C122,357,CORRIDOR,,,411,,,,,HER_1
7668,FCM C123,357,CORRIDOR,,,98,,,,,HER_1
7669,FCM C131,357,CORRIDOR,,,902,,,,,HER_1
7670,FCM C132,357,CORRIDOR,,,1347,,,,,HER_1
7671,FCM C133,357,CORRIDOR,,,790,,,,,HER_1
7672,FCM C133A,357,CORRIDOR,,,143,,,,,HER_1
7673,FCM C133B,357,CORRIDOR,,,271,,,,,HER_1
7674,FCM C134,357,CORRIDOR,,,274,,,,,HER_1
7675,C135,401,CORRIDOR,,,357,,,,,HER_1
7676,C136,401,CORRIDOR,,,477,,,,,HER_1
7677,C148,77,CORRIDOR,,,283,,,,,HER_1
7678,C149,77,CORRIDOR,,,819,,,,,HER_1
7679,FCM 211,357,CORRIDOR,,,1022,,,,,HER_2
7681,FCM 213,357,CORRIDOR,,,217,,,,,HER_2
7682,C214,439,CORRIDOR,,,1018,,,,,HER_2
7683,C215,77,CORRIDOR,,,673,,,,,HER_2
7684,FCM 216,357,CORRIDOR,,,1957,,,,,HER_2
7685,C221,176,CORRIDOR,,,319,,,,,HER_2
7686,C222,176,CORRIDOR,,,1604,,,,,HER_2
7688,FCM 230,357,CORRIDOR,,,963,,,,,HER_2
7691,FCM 232,357,CORRIDOR,,,984,,,,,HER_2
7694,FCM 235,357,CORRIDOR,,,1262,,,,,HER_2
7695,FCM 236,357,CORRIDOR,,,670,,,,,HER_2
7696,FCM 247,357,ELEVATOR LOBBY,,,549,,,,,HER_2
7697,FCM 248,357,CORRIDOR,,,1341,,,,,HER_2
7698,FCM 311,357,CORRIDOR,,,1042,,,,,HER_3
7699,FCM 312,357,CORRIDOR,,,2567,,,,,HER_3
7700,FCM 313,357,CORRIDOR,,,209,,,,,HER_3
7701,FCM 331,357,CORRIDOR,,,2305,,,,,HER_3
7704,FCM 333,357,CORRIDOR,,,254,,,,,HER_3
7706,FCM 345,357,CORRIDOR,,,571,,,,,HER_3
7707,FCM 346,357,CORRIDOR,,,1143,,,,,HER_3
7708,FCM 347,357,CORRIDOR,,,295,,,,,HER_3
7709,FCM 411,357,CORRIDOR,,,853,,,,,HER_4
7710,FCM 412,357,CORRIDOR,,,440,,,,,HER_4
7712,FCM 511,357,CORRIDOR,,,853,,,,,HER_5
7714,FCM 513,357,CORRIDOR,,,442,,,,,HER_5
7716,C521,3,CORRIDOR,,,213,,,,,HER_5
7717,C522,3,CORRIDOR,,,2016,,,,,HER_5
7718,FCM 621,357,CORRIDOR,,,641,,,,,HER_6
7721,1247,3,DATA,,,71,,,,,HER_1
7722,1271,3,DATA,,,268,,,,,HER_1
7723,2343,176,OFFICE,,,121,,,,,HER_2
7724,209,216,SUPPLY,,,489,,,,,HER_LL
7725,209A,216,SUPPLY,,,79,,,,,HER_LL
7726,C023,216,CORRIDOR,,,326,,,,,HER_LL
7727,C023A,216,CORRIDOR,,,336,,,,,HER_LL
7728,6241,230,STORAGE / OFFICE,,,127,,,,,HER_6
7729,6243,230,CLERICAL,,,411,,,,,HER_6
7730,6247,230,ACTION COMPU RM / CONF,,,469,,,,,HER_6
7731,214,251,MAIL SERVICE,,,499,,,,,HER_LL
7732,3341,257,CASHIER / RECEPT,,,101,,,,,HER_3
7733,140,239,TELE,,,242,,,,,HER_LL
7734,1357,77,PANTRY,was EXAM,,76,,,,,HER_1
7735,205,296,STORAGE - VOLUNTEERS,,,1428,,,,,HER_LL
7736,1301,296,GIFT SHOP,,,448,,,,,HER_1
7737,1301B,296,GIFT SHOP,,,61,,,,,HER_1
7738,1368,296,STORAGE,,,62,,,,,HER_1
7739,1379,296,VOLUNTEERS,,,245,,,,,HER_1
7740,1302,298,CHAPEL,,,139,,,,,HER_1
7741,1269,304,FILE ROOM,,,353,,,,,HER_1
7742,1377,564,,was VOLUNTEERS,,385,,,,,HER_1
7743,1378,564,,was VOLUNTEERS,,161,,,,,HER_1
7744,1375,307,LOUNGE - MD,,,379,,,,,HER_1
7745,307,325,OFFICE,,,339,,,,,HER_LL
7746,307A,325,OFFICE,,,180,,,,,HER_LL
7747,308,325,OFFICE,,,195,,,,,HER_LL
7748,4200,78,PATIO,,,375,,,,,HER_4
7749,4201,78,1 BED,,,148,,,,,HER_4
7751,4202,78,1 BED,,,114,,,,,HER_4
7752,4203,78,2 BEDS,,,217,,,,,HER_4
7754,4204,78,2 BEDS,,,233,,,,,HER_4
7755,4205,78,2 BEDS,,,204,,,,,HER_4
7756,4206,78,2 BEDS,,,212,,,,,HER_4
7757,4207,78,2 BEDS,,,204,,,,,HER_4
7758,4208,78,2 BEDS,,,204,,,,,HER_4
7759,4208A,78,TOILET - PATIENT,,,27,,,,,HER_4
7760,4209,78,4 BEDS,,,432,,,,,HER_4
7761,4241,78,OFFICE,,,127,,,,,HER_4
7762,4242,78,ACTIVITY GROUP,,,400,,,,,HER_4
7763,4243,78,TOILET,,,26,,,,,HER_4
7764,4244,78,TOILET,,,58,,,,,HER_4
7765,4245,78,JANITOR,,,26,,,,,HER_4
7766,4246,78,TOILET - MENS,,,198,,,,,HER_4
7767,4247,78,TUB ROOM,,,33,,,,,HER_4
7768,4248,78,TOILET - WOMENS,,,202,,,,,HER_4
7769,4249,78,KITCHEN,,,67,,,,,HER_4
7770,4249A,78,LAUNDRY,,,34,,,,,HER_4
7771,4250,78,DAY ROOM,,,710,,,,,HER_4
7772,4251,78,MUSIC / TV ROOM,,,209,,,,,HER_4
7773,4252,78,INTERVIEW,,,95,,,,,HER_4
7774,4253,78,NURSE STATION,,,184,,,,,HER_4
7775,4254,78,TOILET - STAFF,,,38,,,,,HER_4
7776,4255,78,MEDICATION,,,94,,,,,HER_4
7777,4256,78,PSYCH SECLUSION,,,88,,,,NO,HER_4
7778,4257,78,PSYCH SECLUSION,,,89,,,,NO,HER_4
7779,4258,78,PSYCH SECLUSION,,,96,,,,NO,HER_4
7780,4258A,78,TOILET,,,56,,,,,HER_4
7781,4259,78,OFFICE,,,75,,,,,HER_4
7782,4259A,78,TOILET - STAFF,,,20,,,,,HER_4
7783,4260,78,INTERVIEW,,,72,,,,,HER_4
7784,4261,78,OFFICE,,,86,,,,,HER_4
7785,4262,78,REC INTERN,,,75,,,,,HER_4
7786,C421,78,CORRIDOR,,,337,,,,,HER_4
7787,C422,78,CORRIDOR,,,1872,,,,,HER_4
7788,C423,78,CORRIDOR,,,153,,,,,HER_4
7790,3103,31,2 BEDS,,,323,,,,,HER_3
7792,3104,31,2 BEDS,,,323,,,,,HER_3
7794,3105,31,2 BEDS - NEG PRESS,,,323,,,,YES,HER_3
7796,3106,31,2 BEDS,,,323,,,,,HER_3
7798,3107,31,1 BED,,,230,,,,,HER_3
7800,3108,31,1 BED,,,230,,,,,HER_3
7802,3109,31,2 BEDS,,,323,,,,,HER_3
7804,3110,31,2 BEDS,,,345,,,,,HER_3
7806,3111,31,1 BED,,,209,,,,,HER_3
7807,3112,31,1 BED,,,215,,,,,HER_3
7809,3120,31,LOUNGE A,,,1204,,,,,HER_3
7810,3120A,31,KITCHEN,,,168,,,,,HER_3
7812,3141,31,OFFICE,,,91,,,,,HER_3
7813,3142,31,SHOWER,,,52,,,,,HER_3
7814,3143,31,JANITOR,,,56,,,,,HER_3
7815,3144,31,INTERVIEW,,,83,,,,,HER_3
7816,3145,31,NURSE STATION,,,170,,,,,HER_3
7817,3145A,31,NURSE STATION A,,,75,,,,,HER_3
7818,3146,31,QUIET ROOM,,,51,,,,,HER_3
7819,3147,31,TOILET,,,61,,,,,HER_3
7822,3156A,31,DICTATION,,,61,,,,,HER_3
7823,3158,30,LAUNDRY,,,46,,,,,HER_3
7824,3159,31,LOUNGE - STAFF,,,120,,,,,HER_3
7825,3160,31,TOILET - STAFF,,,41,,,,,HER_3
7826,3347,30,OFFICE,,,91,,,,,HER_3
7828,3100,30,CLASSROOM ADOLECENT,,,545,,,,,HER_3
7829,3121,30,LOUNGE B,,,1207,,,,,HER_3
7830,3121A,30,KITCHEN,,,168,,,,,HER_3
7831,3122,30,ACTIVITY,,,339,,,,,HER_3
7832,3123,30,1 BED,,,219,,,,,HER_3
7834,3124,30,1 BED,,,222,,,,,HER_3
7836,3125,30,2 BEDS,,,352,,,,,HER_3
7838,3126,30,2 BEDS,,,321,,,,,HER_3
7840,3127,30,1 BED,,,227,,,,,HER_3
7842,3128,30,1 BED,,,220,,,,,HER_3
7844,3129,30,2 BEDS,,,330,,,,,HER_3
7846,3130,30,2 BEDS,,,323,,,,,HER_3
7848,3131,30,2 BEDS,,,323,,,,,HER_3
7850,3132,30,2 BEDS,,,368,,,,,HER_3
7852,3140,30,TREATMENT,,,150,,,,NO,HER_3
7853,3148,30,ARTS AND CRAFTS,,,411,,,,,HER_3
7854,3149,30,TOILET,,,61,,,,,HER_3
7855,3150,30,QUIET ROOM,,,49,,,,,HER_3
7856,3151,30,NURSE STATION,,,97,,,,,HER_3
7857,3151A,30,NURSE STATION B,,,79,,,,,HER_3
7858,3152,30,DICTATION,,,80,,,,,HER_3
7859,3153,30,INTERVIEW,,,90,,,,,HER_3
7860,3154,30,SOILED UTILITY,,,122,,,,YES,HER_3
7861,3155,30,EXAM,,,115,,,,,HER_3
7862,3156,30,STAFF LOUNGE,,,150,,,,,HER_3
7863,3161,30,STORAGE,,,105,,,,,HER_3
7864,3162,30,LAUNDRY,,,44,,,,,HER_3
7865,3208,77,2 BEDS,,,223,,,,,HER_3
7867,4101,458,2 BEDS_SUSPENDED_OFFICE,question: WAS 1 BED ??,,292,,,,,HER_4
7869,4102,458,2 BEDS_SUSPENDED_OFFICE,question: WAS 1 BED ??,,230,,,,,HER_4
7871,4103,458,2 BEDS,,,323,,,,,HER_4
7873,4104,458,2 BEDS,,,323,,,,,HER_4
7875,4105,458,2 BEDS,,,323,,,,,HER_4
7877,4106,458,2 BEDS,,,323,,,,,HER_4
7879,4107,458,1 BED,,,230,,,,,HER_4
7880,4108,458,1 BED,,,230,,,,,HER_4
7882,4109,458,2 BEDS,,,323,,,,,HER_4
7884,4110,458,2 BEDS,,,345,,,,,HER_4
7886,4110B,458,TELE,,,4,,,,,HER_4
7887,4111,458,OFFICE,,,103,,,,,HER_4
7889,4112,458,1 BED,,,220,,,,,HER_4
7891,4113,458,1 BED,,,220,,,,,HER_4
7893,4114,458,1 BED,,,248,,,,,HER_4
7895,4115,458,ACTIVITY,,,306,,,,,HER_4
7897,4116,458,ACTIVITY,,,599,,,,,HER_4
7898,4119,32,1 BED,,,185,,,,,HER_4
7900,4120,32,1 BED,,,320,,,,,HER_4
7902,4122,32,DAY ROOM,,,687,,,,,HER_4
7903,4123,32,MEDICATION,,,105,,,,,HER_4
7904,4124,32,OFFICE,,,117,,,,,HER_4
7905,4125,32,2 BEDS,,,352,,,,,HER_4
7907,4126,32,2 BEDS,,,321,,,,,HER_4
7909,4127,32,1 BED,,,227,,,,,HER_4
7911,4128,32,1 BED,,,220,,,,,HER_4
7913,4129,32,2 BEDS,,,330,,,,,HER_4
7915,4130,32,2 BEDS,,,323,,,,,HER_4
7917,4131,32,2 BEDS,,,323,,,,,HER_4
7919,4132,32,2 BEDS,,,364,,,,,HER_4
7921,4139,32,VESTIBULE,,,244,,,,,HER_4
7922,4140,458,NURSE STATION,,,348,,,,,HER_4
7923,4141,32,CLEAN UTILITY,,,207,,,,YES,HER_4
7924,4142,458,TOILET - STAFF,,,46,,,,,HER_4
7925,4144,458,LAUNDRY,,,118,,,,,HER_4
7926,4145,458,OFFICE,,,105,,,,,HER_4
7927,4146,458,SUPPLY,,,48,,,,,HER_4
7928,4147A,32,PSYCH SECLUSION A,,,77,,,,NO,HER_4
7929,4147B,32,PSYCH SECLUSION B,,,89,,,,NO,HER_4
